2025-06-06T05:54:16.112Z|6a0ec09ca250b9c8|127.0.0.1|anonymous|GET|/api/v1/system/featuresConfig|200|301|-|108.826|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:37.851Z|1be096fa3421e396|127.0.0.1|anonymous|GET|/api/v1/auth/login/autoRedirectState|200|29|-|1646.945|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:37.963Z|42050a4c8859a81f|127.0.0.1|anonymous|GET|/api/v1/auth/login/autoRedirectState|200|29|-|102.226|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:38.411Z|59c03b7e4ade8a31|127.0.0.1|anonymous|GET|/api/v1/system/auth/screen/footer|200|297|-|37.042|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:38.481Z|4878812b7aaadcdb|127.0.0.1|anonymous|GET|/api/v1/ui/auth/current|200|603|-|46.276|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:38.532Z|2de3f54de8fb0891|127.0.0.1|anonymous|GET|/api/v1/access/realms|200|46|-|23.468|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:38.581Z|52bdc84366928148|127.0.0.1|anonymous|GET|/api/v1/access/plugins/user-plugin|200|29|-|70.003|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:38.607Z|5e793f5e784bd42d|127.0.0.1|anonymous|GET|/api/v1/access/platform/config/login-dialog|200|38|-|95.038|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:38.704Z|6d0e83e37eb3a0af|127.0.0.1|anonymous|POST|/api/v1/ui/auth/loginRelatedData|200|45|17|191.218|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:38.827Z|626ad59c89054494|127.0.0.1|anonymous|GET|/api/v1/ui/oauth2/loginRequestPlatform|200|3|-|276.998|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:39.109Z|2d07c288a9e353af|127.0.0.1|anonymous|GET|/api/v1/access/mode|200|51|-|582.128|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:39.240Z|405a85a669662140|127.0.0.1|anonymous|GET|/api/v1/access/api/ui/security/loginRelatedData|200|102|-|519.157|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:55.279Z|26060337ad27d695|127.0.0.1|anonymous|POST|/api/v1/access/auth/login?_spring_security_remember_me=true|200|622|42|5835.950|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:55.563Z|2a6410f60efb890b|127.0.0.1|admin|GET|/api/v1/system/auth/screen/footer|200|850|-|224.435|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:55.690Z|48ca3f21dfdc48f8|127.0.0.1|admin|GET|/api/v1/ui/auth/current|200|593|-|86.965|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:55.824Z|76230b521aa3d0f1|127.0.0.1|admin|GET|/api/v1/ui/auth/current|200|593|-|61.616|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:55.859Z|3da54d322d763a66|127.0.0.1|anonymous|GET|/api/v1/system/version|200|7|-|2.185|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:55.985Z|1554847ce7600650|127.0.0.1|admin|GET|/api/v1/system/status/nodes|200|-|-|113.776|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:56.037Z|22162a877bf925cf|127.0.0.1|admin|GET|/api/v1/system/auth/screen/footer|200|850|-|7.447|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:56.091Z|137ef4a3f42efba4|127.0.0.1|admin|GET|/api/v1/jfconnect/entitlements|200|38|-|13.446|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:56.384Z|141af6cb923cec11|127.0.0.1|admin|GET|/api/v1/ui/artifactsearch/pkg/availablePackages|200|-|-|178.740|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:56.563Z|5e0c5662dcb45473|127.0.0.1|admin|GET|/api/v1/ui/repodata?packageSearch=true|200|20|-|322.656|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:56.856Z|60d54cfccb179b69|127.0.0.1|admin|GET|/api/v1/system/onboarding|200|235|-|637.208|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:56.998Z|059fbe57dc36f367|127.0.0.1|admin|POST|/api/v1/system/adoptionMetric|200|-|265|64.116|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:58.599Z|3c5621bf5236f108|127.0.0.1|admin|GET|/api/v1/system/auth/screen/footer|200|850|-|100.174|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:59.141Z|3ad925ea9745e3a6|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|995|-|735.614|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:59.276Z|0e1c471d0cfc46dd|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|995|-|57.304|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:59.884Z|168e1034e0952c2f|127.0.0.1|anonymous|GET|/api/v1/ui/webapp/js/app.umd.js?v=7.111.8|200|-|-|48.925|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:55:06.080Z|2a73f32249fc44b5|127.0.0.1|anonymous|GET|/api/v1/system/getPasswordPolicy|200|67|-|649.553|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:55:24.360Z|0b6132349c82389f|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|995|-|134.455|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:55:50.323Z|7574ebf77f686a64|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|995|-|906.137|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:56:18.189Z|30145eb45da7358f|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|995|-|3930.797|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:56:42.352Z|274b77c175eb8efb|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|995|-|2890.930|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:56:54.887Z|7b257342b152e6c8|127.0.0.1|admin|GET|/api/v1/ui/auth/current|200|593|-|164.375|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:57:07.753Z|2b088346bdb6468d|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|995|-|3468.827|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:57:15.564Z|4db1878b84888e63|127.0.0.1|admin|POST|/api/v1/ui/onboarding/changePassword?jfLoader=true|200|49|105|2111.497|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:57:15.804Z|42d3faa30231a899|127.0.0.1|admin|GET|/api/v1/system/onboarding|200|236|-|212.165|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:57:17.181Z|1cbde4621e0d66e3|127.0.0.1|anonymous|POST|/api/v1/ui/auth/login?_spring_security_remember_me=false|200|518|57|1595.193|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:57:17.833Z|10650796ff262255|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|530|-|494.771|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:57:37.562Z|40d938ab0b574030|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|530|-|85.563|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:57:57.558Z|6055af7972f97a05|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|530|-|386.205|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:58:19.402Z|6ac28989995bd60f|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|530|-|164.586|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:58:44.464Z|4a16ee33f08fbfe0|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|530|-|237.686|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:58:48.812Z|3e52ddabf82c875c|127.0.0.1|admin|GET|/api/v1/ui/auth/current|200|574|-|376.200|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:59:09.864Z|50401815c0c3d573|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|530|-|118.283|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:59:36.103Z|7f22f8d5a7854452|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|530|-|1298.097|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:59:59.840Z|56e488231ad704f0|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|530|-|144.394|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T06:00:27.935Z|033c93e6999b3a5b|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|530|-|232.886|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T06:01:28.133Z|5e7f6beb19036aea|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|530|-|452.239|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T06:02:38.614Z|25a8547c0c8077d2|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|530|-|1046.386|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T06:03:27.999Z|7b99c3e3bd8dcc33|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|530|-|325.990|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T06:04:30.773Z|7fa23cb09ff11653|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|530|-|163.146|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T06:05:06.924Z|3a115cb14406bcc8|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|530|-|241.484|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T06:05:14.862Z|0df616a5ce2a9183|127.0.0.1|admin|GET|/api/v1/ui/auth/current|200|574|-|7613.979|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T06:05:24.738Z|47d44f7a1f6c24c5|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|530|-|73.798|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T06:05:49.933Z|3b7a037f180d3e86|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|530|-|267.461|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T06:06:14.802Z|09f1ecd6f984623e|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|530|-|92.063|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T06:06:37.972Z|79b39a183f524401|127.0.0.1|admin|GET|/api/v1/ui/auth/current|200|574|-|133.641|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T06:06:39.270Z|173209644c806ee2|127.0.0.1|admin|GET|/api/v1/ui/auth/screen/globalState|200|530|-|49.731|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T06:06:45.712Z|2bdea4f361cfaf9d|127.0.0.1|admin|GET|/api/v1/ui/auth/current|200|574|-|66.209|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T06:06:45.871Z|74e9981300a72fa7|127.0.0.1|anonymous|GET|/api/v1/system/version|200|7|-|1.401|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
